12,3.94,0.1,0,0.0,0.0,0.0,1.6107425509999302,0.0161074255099993,0.35416753600020456,0.010817533000590629
11,3.99,0.11,0,0.0,0.0,0.0,3.449650564001786,0.017248252820008927,0.44886682000014844,0.010817533000590629
10,3.94,0.15,0,0.0,0.0,0.0,5.56295568600126,0.0185431856200042,0.7737408650000361,0.010817533000590629
9,4.02,0.19,0,0.0,0.0,0.0,11.735223925002174,0.029338059812505434,2.6570338229994377,0.010817533000590629
8,4.26,0.15,0,0.0,0.0,0.0,16.357514835004622,0.03271502967000924,2.6570338229994377,0.010817533000590629
7,3.96,0.14,0,0.0,0.0,0.0,21.106514934009283,0.03517752489001547,2.6570338229994377,0.010817533000590629
6,4.81,0.11,0,0.0,0.0,0.0,31.395912861004035,0.04485130408714862,2.6570338229994377,0.010817533000590629
5,3.99,0.15,0.05,0.0,0.0,0.0,40.77592514600474,0.05096990643250592,2.6570338229994377,0.010817533000590629
4,4.11,0.2,0.05,0.0,0.0,0.0,51.22733412500929,0.05691926013889921,2.6570338229994377,0.010817533000590629
3,4.91,0.29,0.05,0.0,0.0,0.0,65.838808462001,0.06583880846200099,2.783206380999218,0.010817533000590629
2,5.64,0.3,0,0.0,0.0,0.0,93.56269998100015,0.08505699998272741,3.685518385999785,0.010817533000590629
